书名,简介,标签,链接,作者,类型,字数,完结状态,积分,发表时间,文案
定海浮生录,所爱隔山海，山海皆可平,轻松,http://www.jjwxc.net/onebook.php?novelid=3848563,非天夜翔,原创-纯爱-古色古香-传奇-主受,822889,完结,9406755840,2019-01-21 11:11:11,仙术、法宝、神通，以及天地间浩浩瀚瀚的灵气，一夜之间消踪匿迹，众多驱魔师尽成凡人。三百年后，五胡入关，拉开了华夏大地一场大动荡的序幕，亦随之带来了千魃夜行，神州覆灭的末日。幸而在这万法归寂的长夜里，尚有一枚星辰，在地平线上熠熠生辉。心灯现世，光耀四野，一名年方十六，并将在二十岁那天结束自己生命的少年，踏上了找回被封印的天地灵气的道路——只剩四年时间前路荆棘重重，看上去不太像能成功的样子。陈星：“关键现在全天底下就只有我一个驱魔师，唯一能用的法术就是发光，我能怎么办？”耐心等候吧，待定海珠再现人间之际，众生浮沉的命运轨迹，将被彻底打乱重新交汇。陈星：“给我配个正常点的护法武神行吗？”你的护法不是很能打吗？陈星：“能打是能打，可他疯起来连我都打……”这没办法，怪就怪你自己色令智昏吧。锦鲤受X情绪不稳定攻。所爱隔山海，山海皆可平。
穿成大佬的小仙女,没有人爱他，我爱他,前世今生 古穿今 甜文 轻松,http://www.jjwxc.net/onebook.php?novelid=3969355,春刀寒,原创-言情-近代现代-爱情-女主,397333,完结,5200513024,2019-05-16 00:00:08,【校园甜宠恋爱文】戚映上一世被将军从土匪窝里救出来，成了将军的小妾将军百战百胜英名远扬，最后战死沙场小妾悬梁自尽，追随将军而去醒来后，成了十七岁的聋哑少女戚映少女听不见声音，不会说话，可眼睛美得如月色，性子软得不像话有一天，她遇到了被所有人忌惮的冷漠少年那是她的将军【又冷又凶校园大佬】X【又乖又软小仙女】别人眼中的季让：脾气坏！有钱！惹不起！戚映眼中的季让：将军是在替天行道！将军是在劫富济贫！将军超棒的！季让一把把她按墙上戚映：男孩子把女孩按在墙上就是要亲她呀，mua~！季让：？？？“季让你他妈出来混还带家眷，看不起老子是不是？”“没，就是想让我的小仙女看看我是怎么惩恶扬善的。”人人都怕季让没有人爱季让，戚映爱他【女主因意外导致失语症和听力障碍，后期会恢复】【男主是将军转世，同一个灵魂，不是替身，不喜设定勿入，弃文不必告知，鞠躬谢谢】【互相治愈的温暖恋爱故事，甜宠撩，每天早上十点定时更新~】【未成年不谈恋爱，高考前不在一起】【微博名：@春刀寒】--------------------新文《鬼怪游乐场[无限]》已经开始连载啦~【纯中式/民俗恐怖本】一个寻常的午后，名为[鬼怪]的高维灵异系统入侵了人类社会那天之后，各地见鬼事件频发，意外死亡率急速增加正当人类束手无策之际，[鬼怪]上线了全球直播：——叮！恭喜你被选中参加《恐怖综艺》~——因为你是备受观众喜爱的明星，拥有足够的关注度，所以才会被选中哦。请利用人气值在副本里活下去吧~你就是最闪亮的明星！——通关副本后人气值垫底的明星将会被淘汰，成为鬼怪的晚餐，要加油哦——要么红，要么死，嘻~常年在各大电视剧中跑龙套，毫无知名度的小演员黎知看了看左边的顶流爱豆，又看了看右边的国民初恋露出了坚强的微笑——从默默无闻的小演员到副本人气断层第一的明星玩家——从无到有——从有到毁灭【当这个世界沦为鬼怪的游乐场，我仍没有忘记我是一个人类】
惊！说好的选秀综艺竟然,出道！逃生真人秀！,强强 幻想空间 娱乐圈 无限流 轻松 综艺,http://www.jjwxc.net/onebook.php?novelid=3509346,晏白白,原创-纯爱-幻想未来-爱情-主受,1056831,完结,6999738880,2018-05-16 19:19:19,某娱乐公司练习生巫瑾，长了一张绝世美人脸，就算坐着不动都能C位出道。在报名某选秀综艺后，闪亮的星途正在向他招手——巫瑾：等等，这节目怎么跟说好的不一样？不是蹦蹦跳跳唱唱歌吗？为什么要送我去荒郊野外……节目PD：百年难得一遇的颜值型选手啊，节目组的收视率就靠你拯救了！巫瑾：……我好像走错节目了。等等，这不是偶像选秀，这是搏杀逃生真人秀啊啊啊！十个月后，被扔进节目组的小可爱——变成了人间凶器。副本升级流，轻微娱乐圈，秒天秒地攻 X  小可爱进化秒天秒地受，主受。已完成副本第一轮淘汰赛·野外逃生第二轮淘汰赛·细胞自动机第三轮淘汰赛·塔罗牌阵第四轮淘汰赛·白垩纪复活第五轮淘汰赛·凡尔赛宫第六轮淘汰赛·扭曲时间第七轮淘汰赛·远古综艺选秀一句话简介：出道！逃生真人秀！注：受走苏爽可爱褂，作者知道现在已经不流行这一款了！不符合你的胃口作者可以道歉，但不要人参作者嗷，给喜欢这一口的读者留点口粮嗷！！微博：一只晏白白～﹡～﹡～﹡～新文《白月光掉马之后[无限]》已开，戳作者专栏即可收藏~文案：顾越生前缠绵病榻数年，是无数人心目中颜值逆天，温柔娇弱，求而不得的白月光。死后进入无限逃杀轮回，能打能杀，就是时常咳血，体力不好。某日，暗恋顾越多年的大狼狗突然出现在逃杀副本，誓死要用全身武艺捍卫白月光周全——继而猝不及防被白月光一拳抡倒。月黑风高，沉迷副本不可自拔·杀人如砍瓜切菜·大佬·顾越微微眯眼，低头思索：“嗯？我是不是在哪里见过你？”主受。经典款忠犬攻X女王受，无限流+基建流，受在逃杀轮回攀科技树，攻在逃杀轮回追白月光。强强双大佬。受养成攻~
藏风,“死敌”变情人,强强 情有独钟 欢喜冤家 校园,http://www.jjwxc.net/onebook.php?novelid=6421617,木瓜黄,原创-纯爱-近代现代-爱情-主受,401529,完结,6993725952,2023-11-28 22:22:22,云词有个高中交战三年，全校皆知两人不对付的死对头。两人双双进入大学后，却意外成了舍友。然而云词在退学边缘徘徊着发现。这个人好像，暗恋自己。虞寻x云词“死对头”变情人-你是肆意的风-日常文。HE。（学校细节方面私设多，没有真实参考性。）
阴客,活得太久一不小心就扭曲了,强强 灵异神怪 情有独钟 现代架空 正剧,http://www.jjwxc.net/onebook.php?novelid=2516402,木苏里,原创-纯爱-近代现代-爱情-主受,198106,完结,9280277504,2016-01-11 18:00:00,“活得太久一不小心就扭曲了”攻X“近墨者黑想不扭曲也难”病弱受【大误康和医院三楼拐角处的法医门诊室上贴着一张排班表：周一、周三：市公安局；周二、周四：区公安局当然，这只是常人眼中所看到的。其实在这之下，还有一句话……上面写着——每月十五，阴客到，过期不候，行踪另寻。某月十五，殷无书站在桥边一块黑石上远远冲谢白道：“自从你住到这鬼地方之后就再没让我进过门。”谢白抓着门边，面无表情：“说完了？”殷无书：“好歹我含辛茹苦养了你小一百年。”谢白冷着脸：“所以呢？”殷无书：“门板拍轻点？”谢白二话不说抬了手，“咣”地一声封了门，动静大得石桥都抖了抖。殷无书：“……”注：1vs1，结局HE，通篇扯淡、通篇扯淡、通篇扯淡【重要的事说三遍】
山河不夜天[穿越],我为大宋抛头颅洒热血的那些年~,天之骄子 种田文 爽文 朝堂 轻松,http://www.jjwxc.net/onebook.php?novelid=3968720,莫晨欢,原创-纯爱-架空历史-爱情-主受,664547,完结,5589034496,2019-04-15 10:00:00,穿越古代，唐慎本想做个小生意，养家糊口，有滋有味地过完下半生。然而谨小慎微只能安身，不能立命，不能救苍生。想要把生意做大，想让更多人有饭吃，就要当一个官，当一个大官。唐慎：I have a dream……王溱：嗯？唐慎：我有一个梦，梦里有一座不夜城，它叫山河不夜天。王溱（zhen）×唐慎我要令江山平，四海清，千年一瞬，朝天来歌。阅读指南：①本文完全架空~②基建官场流~
打火机与公主裙·长明灯,一只黄毛怪,都市 业界精英 正剧,http://www.jjwxc.net/onebook.php?novelid=2794813,Twentine,原创-言情-近代现代-爱情-女主,196947,完结,2856855552,2016-08-09 19:00:00,我有我的国王我是他不二之臣我愿为他摇旗呐喊也愿为他战死沙场根据编辑通知，本文周六8.27入V，届时两更，感谢支持。
为夫曾是龙傲天,龙傲天冤家成为软饭男,欢喜冤家 天之骄子 仙侠修真 穿书 轻松 龙傲天,http://www.jjwxc.net/onebook.php?novelid=3891716,墨书白,原创-言情-架空历史-仙侠-女主,664104,完结,4713410560,2021-03-22 08:00:00,【正文已完结，番外不定时掉落】穿书之前，秦婉婉是修真界最快乐的仙二代。她咸鱼且废，但她爹娘买通各路英豪为她伪造战绩，也算有头有脸，颇负盛名。直到有一天，那个以战练道、打遍四海九州的简行之慕名来战，一剑把她劈进了这本名为《最强玛丽苏》的大女主修真文里，成为了里面恶毒女配秦晚。刚穿过来，她就被压上审命台，听着旁边人因为她谋害女主喊打喊杀。系统用冰冷的语调告诉她——“作为一个恶毒女配，在这个世界，你的师父会抛弃你，师兄会厌恶你，心上人会亲手杀了你，唯一真心对你的，只有旁边那个哭昏过去的软饭男。”“你要学会对别人狠，对自己更狠。这样，你才能‘与天争命’，逆袭女主！”“来，把剑捅进自己身体里，大声告诉他们——从今天起，你和他们恩断义绝，再无瓜葛！”秦婉婉听到这话，颤抖着手，拿起剑，抖了半天后，她“扑通”跪下了。“师父，给我一个改过自新的机会吧，我再也……”话没说完，秦婉婉就看见地上少年一跃而起，抬手就捅了自己，顺便贯穿了她，然后念出了她来不及念的台词——“从今天起，秦晚与你们恩断欲绝，再无瓜葛！”秦婉婉看着面前这个软饭男的背影，满是震惊，疼到昏厥。而面无表情捅完了自己和秦婉婉的简行之握着剑，听着脑海中那个“软饭男系统”满脑“你只是个绿茶软饭男！！大佬你OOC了！！“的尖叫，简行之心中冷笑。要老子吃软饭，做梦。#小剧场#秦婉婉：“你也是穿过来的？”简行之：“嗯。”秦婉婉：“那你以前叫什么，是做什么的呀？”简行之：“吾道号岁衡，姓简名行之，一心修剑，不问世事，江湖人称龙傲天。”秦婉婉：“……”她知道了，知道得很清楚这煞笔是谁了。下篇预收——《剑寻千山》花向晚东渡云莱时，师父告诉她，因功法相合，为快速进阶，务必拐一位天剑宗的道君回西境。但必须记得，只能拐多情剑，不能找问心剑。因为修问心剑的道君，虽强但蠢，不懂爱恨。可偏偏来到云莱的第一眼，她看到的就是修问心剑的谢长寂。她如飞蛾扑火，明知谢长寂不染红尘，还是为他出生入死，无悔付出。可直到他们成了真正的夫妻，她筋脉尽毁，鲜血淋漓，他也只会哑声和她说“抱歉”她才知，问心剑的道君，当真不懂爱恨于是她当着他的面假死脱身，毁了那个叫“晚晚”的身份，重新当回她快活的合欢宫少主。留谢长寂于死生之界独守孤坟，一别两百年。两百年后，西境魔主病危，三宫宫变，为稳定局势，快速进阶，花向晚不得已再回云莱，向天剑宗求亲。众人都说花向晚是死马当活马医，天剑宗不可能让她带一个太强的道君回西境，她那颗半毁的金丹也不可能让她提升太多修为。结果等到成亲那一日，所有人都得了消息——云莱最强战力谢长寂从死生之界出关，破心转道，修多情剑，入主合欢宫！消息一出，围在合欢宫门口的敌军慌忙撤退，花向晚的老情人们四处奔逃，就连花向晚自己，也在新婚当夜，连夜扛着坐骑跑了。
忧郁先生想过平静生活,大佬只想过平静的生活,强强 异能 甜文 沙雕 高智商 HE,http://www.jjwxc.net/onebook.php?novelid=4691728,青色羽翼,原创-纯爱-近代现代-爱情-主攻,527559,完结,7029505536,2020-05-10 10:01:00,【全文完】郁华失业了，家庭的重担落在他的伴侣尤正平肩上。爱人是一名街道办临时工，月薪仅有2500，这令郁华异常忧愁。-尤正平暗中从事着从破坏者手中保护世界的工作，津补贴相当优厚。尤正平整日发愁，他要怎样才能不着痕迹地告诉郁华，他的私房钱有大几百万呢？-直到有一天，尤正平接到通知，有一股足以摧毁世界的庞大能量在他家出现。尤正平担心身为普通人的郁华出事，忙焦急地带着队伍赶回家，一进门便见家中一片平和，郁华系着围裙，平底锅悬空于掌上，锅中煎着一条已经双面金黄、香气四溢的鱼。看到尤正平，郁华将平底锅放在并未通电的电磁炉上，用围裙擦了擦手：“我就是想省点电费。”尤正平：……全世界最牛X的破坏者，是他爱人。郁华是最强的破坏者兼无限流世界胜利者，厌倦了不停战斗的生活，一心想做个普通人，和爱人过平平静静的日子，奈何太牛逼。封面穿围裙的是攻，坐在沙发上贴创可贴的是受本文5月28日入V
这膝盖我收下了！,请为我用力嘶吼！,女强 爽文 异想天开 轻松,http://www.jjwxc.net/onebook.php?novelid=4010913,江山沧澜,原创-言情-幻想未来-爱情-女主,803395,完结,4772847616,2020-06-01 21:45:13,微博@@JJ_江山沧澜本文文案：宋雎窈死后从电脑里飘出来，才发现原来自己的人生只是一出被人掌控引导的真人秀，十亿观众收看这场直播，指点和嘲笑她的人生，导演组想方设法设置挫折，一次次将她斩于马下。后来，宋雎窈重生了，这一次，她的记忆没有被压制。————这是一个疯狂的世界，人们对生活感到烦躁、乏味，对各种娱乐也失去了热情，不得不寻求各种刺激，获得情感的起伏。后来，他们找到了一个人间至宝，她完美无缺，他们捧在手心，为她癫狂，又视她为神明，疯狂崇拜。 苏破天际的爽文，男主江白奇【本文第四期衍生文《抽卡无涯，日赚十亿》已完结，进作者专栏可见~推荐作者完结文，甜爽群像女强《穿书后我靠当情报贩子成神了》景姵是个大神作家，创作了众多大火的作品，却太监上瘾，惹得读者怨气沸腾，车祸后意外穿进了自己的作品世界里，而且还是全部作品世界融合的大杂烩世界。多个不同世界融合使得这个世界变成了一个普通人活着很艰难的高危世界，夜间神出鬼没无人知晓真面目的杀人狂魔、随时可能出现在任何地方的恐怖袭击、企图毁灭世界的阴谋……还有无数迷茫痛苦渴求着各种真相的人们。景姵：不捉急不捉急，你们想知道的答案我都有。马上开起情报铺子，只要你出得起钱，你就能从这里买到任何你想得到的答案，价格实惠，童叟无欺，绝对保真。——向警方发起挑战的凶手、悬在天边牢笼里的天使、地上带来灾难的怪物……这个世界有数不尽的谜题，让人绝望。陶泽拖着沉重的身躯，追寻着仿佛永无揭晓之日的真相，以为这辈子就这样了，却在某一天，突然发现自己的口袋里多了一张名片。【解谜情报屋】然后，他用了10万块，得到了他苦苦寻找半生的答案。陶泽：……——景姵只是想赚点钱，结果不知道为什么，自己居然成为了全球热议的神秘人物，还不知不觉有了一堆信徒？？
想起我叫什么了吗,阳光肉食性攻X害羞草食性受,花季雨季 青梅竹马 甜文 轻松,http://www.jjwxc.net/onebook.php?novelid=2721078,漫漫何其多,原创-纯爱-近代现代-爱情-主受,303489,完结,6468367360,2016-03-26 11:17:53,    海秀有轻微社交障碍，转校后，新的班主任老师为助其治疗，将收发作业的任务交给了海秀，交流障碍的海秀磕磕绊绊的尽力去做，可惜总是记不清同学名字，发作业困难，有次无意中将“坏学生”峰非的卷子发错了……^^竹马竹马，两小无猜的故事就这么开始了。  阳光肉食性攻X害羞草食性受  轻松校园文，甜度＋＋＋＋＋＋  排雷：弱受~~  公告：4月22号周五当天入V，入v当天三更，感谢大家一直的支持，鞠躬。  推荐cp千鹤的文：小攻失忆后，只记得小受的大甜文—>  专栏，求收养
本路人今天也在路过男主片场,男主们都觉得我可怕如斯,强强 情有独钟 娱乐圈 爽文 脑洞 反套路,http://www.jjwxc.net/onebook.php?novelid=4654710,宿星川,原创-纯爱-近代现代-奇幻-主受,1220356,完结,7870075392,2021-06-13 00:00:00,在华国有个腥风血雨的五人男团，分别是ABCDE，除了毫无存在感的本文主角E之外，其他人都是jj男主配置。A是一个重生者，从小被抱错，上辈子被总裁当了替身，坐标狗血都耽。其身上的男男关系极为复杂蜘蛛网，日常陷入各种修罗场与追妻火葬场。B是一个高考状元，其实是古穿今的大佬。日常擅长各种国粹绘画，画出画来被誉为国宝。坐标都耽爽文。C是一个超能力者，每天晚上都在梦里快穿各个要演的电影，坐标幻耽，被誉为体验式演技天才。D是一个无限流玩家，日常在活动中突然以各种各样的理由突然消失十分钟去过副本，因此出了名的肾功能不好和灵异事件缠身，在圈中以擅长极限运动闻名，坐标幻耽。只有我们的主角E是这个多姿多彩的男团里唯一没有超能力没有任何狗血剧情的人，却常常被迫卷入ABCD的多姿多彩生活里。比如E偶尔会在一群总裁试图火葬场时，玩着手机路过旁边，说一句“今天也麻烦你们请排队哦”。偶尔会在B进行四位数乘四位数心算时在旁边用手机按计算器，说“哦，是这样的啊”。偶尔会在C不小心泄露自己穿过电影，紧张地看向自己时歪头一下头，不说自己看出来，也不说自己没看出来。并在C抱怨这场戏挑战性很高时，玩着手机说一句“可是如果是C的话一定是有办法的。”偶尔会在进厕所，与凭空出现一脸血腥、惊恐地看着突然出现的自己的D面对面的时候，淡定地说一句：“还有二十分钟就要上场了，还来得及洗干净脸吗？”E觉得自己是一个过着平静生活的人，其他四个队友都觉得他洞察一切恐怖如斯。在男团成立二周年，ABCDE接受了采访。记者：在你们男团的五个人里，有腥风血雨的绯闻中心A，有随手一幅画就是国宝不努力就要回家继承家业的学神B，有体验派百年难遇的演技天才C，有以气质神秘灵异事件缠身闻名的D，还有……老是被吐槽喜欢玩手机、混圈像打卡上下班、像个路人一样乏善可陈的E……你们觉得谁是最深藏不露的人？A：EB：EC：ED：E记者：……E你觉得呢？被记者忽略了的E从玩手机中抬起头来。“啊，轮到我了吗？……唔，我觉得大家都是相处得很好的普通的人啊。”ABCD：（看着E温和的笑容，第N+1次）E恐怖如斯！！！备注：1.本文攻受、配角，及其他反派，均无原型，纯属虚拟，读者请勿代入。2.作者无任何粉籍、也不追星；无事生非、胡乱捕风捉影鉴定粉籍之人请自重。尊重他人也是尊重自己。——————今天的路人男主E，依然在晋江宇宙里淡定地当着路人。在担任了多年总裁py替身的助理朋友因白月光回国而离开总裁，并告诉他自己最近肚子不舒服时，E会很淡定地提醒道：“可能是怀孕了，去医院看看吧。带球跑钱不够的话，记得和我说。”朋友：为什么你很自然地认为男人会怀孕？你为什么看了剧本？在认识且讨厌的富二代玩弄小明星感情时，E路过道：“请不要太过分了，不要逼得对方……”富二代：“自杀？”E：“重生。”富二代&小明星：？为什么你看了剧本？？在和古穿今混娱乐圈的国学大佬一起参加综艺时，E直接请大佬辨别这幅画的真假。大佬：“你为什么直接找我呢？”（明明自称出身国学世家的炮灰还在装逼还没到大佬的打脸点）E：“唔，总觉得请原作者来辨别自己的画，应该会比所谓的专家更靠谱吧？”古穿今大佬：？你？E：嗯？A：安也霖，B：薄绛，C：池寄夏，D：丁别寒，E：易晚。预收：《他说再不会对我笑了！》池兰倚收到神秘的短信。短信说，他相恋四年的男朋友高嵘在报复他。两人事业交缠，形影不离，池兰倚被高嵘宠得十指不沾阳春水，离开高嵘就连怎么发动自己的汽车都不知道，出门连导航都不会看，找不到自己的衣服在哪家洗衣店里。而池兰倚也知道他是怎么残酷报复他的商业对手的。池兰倚非常纳闷，试探一天又一天：高嵘到底是怎么报复他的呢？*上辈子的池兰倚极度自由，目下无尘，高嵘比谁都明白。池兰倚用自己的天才、神经质、致命的美貌和悲惨的身世冲击了他本来一辈子都该在正常轨道上的一生。高嵘本该成为一个伟大的企业家或事业有成的政客，而不是现在这样。还好，他重生了。高嵘看着池兰倚，心想他这辈子也要毁掉池兰倚，让他成为一个离开高嵘就生活不能自理的废物。让他自己成为池兰倚的缰绳。池兰倚再也没办法想让他滚就让他滚了。他和高嵘吵完架，坐在地上本来在自怜自哀地流眼泪，然后想起没有高嵘的话他连怎么上网买东西都不知道，第二天出门去晚宴他连自己的衣服都找不到。而高嵘就在监控里看他，等着池兰倚受不了打电话让他上楼。他一边爬楼梯，一边露出冷笑。*高嵘知道自己一定会报复池兰倚的。高嵘会打理他的公司，照顾他的起居，让他除了艺术之外再也不用做其他的，就连吃饭都不会自己刷卡找人订位置因为高嵘会给他订，衣服更不用洗因为高嵘会找专业的佣人管家团队，没有高嵘他连第二天穿什么吃什么自己对什么过敏都不知道。而高嵘，再也不会在给他记账写支票送衣服去干洗店时露出微笑了！一些阴湿（甜宠）男同性恨（冷脸洗内裤）文学一款阴湿保姆式复仇（朋友语）就像鸟笼控制金丝雀预收：《被狠辣富哥强养的绿茶捞子》狠辣小气富哥攻X文艺风绿茶捞子受心狠手辣金主vs钓系笨蛋金丝雀，一个捞着计较着把两个人都坑进纯爱大坑里的缺德短篇故事。*受是个文艺风绿茶男，他装得文弱忧郁，想捞知名白富美谈恋爱。风很大你能看到我的灵魂吗，在存在主义的负空间里如果多一张电影票你愿不愿意跟我走。向白富美寄出手写信后，绿茶受第二天收到回音：下午六点电影院见。绿茶受精心打扮一番来到电影院，却只看见白富美那个一看就不好惹的哥哥站在那里。小麦色皮肤的男人抱着手臂，对他面容不善地一笑：怎么了，拿到票的是我，你不高兴？一场电影看得惊心动魄，手臂被按在沙发上走都走不掉。绿茶受欲哭无泪之际又被对方挑衅地拍拍脸。“想捞我妹，你手段太低劣了。”声音轻蔑，睚眦必报。*攻是个心狠手辣的富哥。他争完家产，把敌人送完局子，飞来北边看看妹妹过得怎么样。然后发现老妹身边惊现大城市常见绿茶捞子一枚。绿茶捞子每天在落叶上写诗，长发耳钉锁骨链，每日凹着文艺造型，手段极其低劣。攻折腾他一段时间，发现这捞男不足以照顾妹妹，但在自己身边茶茶的还挺有意思的。攻不信打耳钉的会是直男，直接借着出行的机会把他伸手给掰了。捞男捞女都是捞，少给我玩欲拒还迎那一套。没想到绿茶受天赋异禀，只是之前走错赛道。他在攻床上又疼又爽，泪眼微微，因害怕而主动送上嘴唇，予取予求，求亲求摸。乖乖巧巧被亲的模样还挺招人疼。*受被炒完后虽然爽了，却依旧很伤心。他从今天开始做不了钓白富美的直男了，一个不干净的男人，要如何得到白富美的爱。他在旅程里瑟缩了两天，转头看见攻给买了一个冰川白的铂金包。攻没谈过恋爱但寻思包养就是这样的，包男包女都一样。他草草研究了一下自己的兄弟都是怎么搞的，叫受跟他飞一趟伴游，到地方和受去逛一趟miumiu。受却红温了。受红温，只是因为他觉得攻拿二手市场打三折的东西糊弄自己。受严正表示奢侈品侮辱了他艺术的灵魂，要买就买艺术品（流转保值版）。他本来想把冰川白还回去，顺便斥责攻欺负自己的行为，临还前研究了一下二手市场竟发现铂金包比艺术品保值，又抱着包不想还了。攻看着受抱着包一脸美滋滋又觉得想笑，没见过眼皮子这么浅的。包养一个又茶又笨的捞子还挺有意思的。他拍拍沙发又想让受过来和自己睡一觉。受乖乖走过去低下头就是舔对方的手指。拿到钱的受变得又乖又巧，好像绝不说多余的话。只是舔了一会儿，他抬头：你说要给我付学费是不是真的呀？眼眸希冀，小心翼翼。*一开始，攻只是想养个小宠物，在身边逗乐。后来，攻想把他困在家里，乖乖做自己的小绿茶。再后来，攻睚眦必报，显露本性。受从他身上捞了多少，他都要让受用这辈子给他还回来。直到最后，他们度过了精彩又幸福的一生。当地一家杂志社刊载了他们互相纠缠一个世纪的故事。一起躺在躺椅上的他们惊讶地发现，那些后世的小孩记者们，将他们破锅配烂盖的故事简称作两个字。“真爱”。
高能二维码,路边的二维码你不要扫,无限流 爽文 烧脑 高智商 开挂 规则怪谈,http://www.jjwxc.net/onebook.php?novelid=3893203,青色羽翼,原创-纯爱-近代现代-爱情-主攻,911069,完结,6811160064,2019-03-11 10:14:06,全文完邢烨在扫描二维码后进入一个处处是坑的诡异世界。系统：新手世界人数4，PVP模式，由于你幸运值不够，敌方3人，你1人。邢烨：……系统：敌方不可见，规则不可见，一切全靠悟。邢烨：……系统：送你一个任务道具，是面镜子，不能说话不会动没有特殊技能，看见谁都觉得丑。邢烨：……系统：你怎么赢了？邢烨：全宰了。无限流冒险文，主攻，镜子受，逆命反骨攻X三百六十度无死角自恋受。微博指路——晋江写手青色羽翼
知否？知否？应是绿肥红瘦,古代庶女的消极怠工人生,穿越时空,http://www.jjwxc.net/onebook.php?novelid=931329,关心则乱,原创-言情-架空历史-传奇-女主,1375211,完结,4506425344,2010-10-17 16:11:51, 星汉灿烂，幸甚至哉【文案无能】一个消极怠工的古代庶女，生活如此艰难，何必卖力奋斗。古代贵族女子的人生基调是由家族决定的，还流行株连，一个飞来横祸就会彻底遭殃，要活好活顺活出尊严，明兰表示，鸭梨很大。古代太危险了，咱们还是睡死算了。好吧，我其实是有微博的，不过以前是用来看八卦的，根本不打算让大家只奥的，免得让大家发现某关是个趣味如此低下的银。应编编要求，现在公开，是渣浪上的‘关心则乱zszy’，大家包涵。
影帝他妹三岁半,神仙兄妹掐架日常,青梅竹马 娱乐圈 异能 轻松,http://www.jjwxc.net/onebook.php?novelid=4205731,江月年年,原创-言情-近代现代-剧情-女主,517694,完结,5131519488,2020-02-03 12:00:00,【本书已签约磨铁出版，实体书可自行搜索购买，也可关注微博@江月年年黏黏】小神童楚肖肖自小在百般宠爱中长大，三岁前却不知道自己还有个哥哥，直至某年全家人观看春晚。楚肖肖：这明星唱也不行，跳也不行，怎么还能上春晚？楚父指着电视上红衣的二傻子，介绍道：肖肖，这是你哥哥。楚肖肖：？？？楚肖肖：我哥在春晚上出那么大丑，以后让我怎么在小朋友面前抬起头做人！※大明星楚肖逸拥有几千万粉丝、极具流量，却不知道自己突然有了妹妹，直至某年春节忙完工作后。楚父发来短信：有空回家看看，你妹想你了。楚肖逸：？？？楚肖逸：自己忙于工作，三过家门而不入，爹妈居然生二胎！？※在楚肖肖看来，即使楚肖逸是千万少女的心慕偶像，他也只是个讨人厌的哥哥。在楚肖逸看来，即使楚肖肖是惊才绝世的聪颖神童，她也只是个讨人厌的妹妹。楚肖肖、楚肖逸：在这个家里，不是他（她）死，就是他（她）亡。【女主有看到别人情绪颜色的异能，能够感知他人对自己的好感。】【兄妹撕逼搞笑文，CP非哥哥。】【新版文案写于2019.9.23】【友情提示】如果阅读过程中评论区产生意见分歧，可以直接批评作者，不要批评其他读者。各位是花钱大佬，说话都硬气一点，跟作者持相同观点者绝不是无脑粉，跟作者持不同观点者也不是无脑黑。隔壁预收坑《科学占星，唯物算命》贺家流落在外的继承人归来，众人皆等着看千金复仇记，或者豪门狗血言情剧，却不想找回来的楚千黎天天都在玩牌、摇骰子、传播封建迷信（？）。※楚千黎穿成女强文的小白花女配，她既不想为豪门利益撕逼，也不愿掺和男女主感情，只想老老实实搞占星，没事再研究马列主义。原男主：“你要跟我争家产么？”楚千黎：“不，你工作，我分红，我进公司我是狗。”原女主：“宝贝儿，男人能有什么好，性别不要卡太死。”楚千黎：“……姐姐好辣我好怕，无奈性向吃不下。”※世人皆知贺家女不姓贺，她从不打点公司事务，却擅长占星塔罗之术，通晓命理，直断未来，从未有失手时刻！“老贺，我遇到大麻烦，求令嫒帮我算算啊！”“真不好意思，她刚读大学，最近不在家。”“……啊？读什么专业？”“马克思主义哲学。”“？？？”※楚千黎：虽然我精通命理学，但我是坚定的马克思主义信徒，绝不是算命的。
学神在手，天下我有,学神在手，天下我有。,强强 打脸 快穿 轻松,http://www.jjwxc.net/onebook.php?novelid=4673161,风流书呆,原创-纯爱-架空历史-传奇-主受,1947015,完结,8590960640,2020-05-04 09:00:00,学神沦落炮灰，系统、灵泉、重生、随身空间、修真功法、透视眼、阴阳眼，统统虐成渣。科学打脸，清脆响亮。避雷针：1，快穿文，有CP。2，切片主神攻VS学神受。3，文中所涉黑科技大多数为作者想象，经不起考据，请各位看官不要较真。4，看文图个爽，不要太在意逻辑。5，这是一篇科普文，对科普不感兴趣的小朋友可以散了。推荐一下我好基友羲和清零的新文《腹黑和腹黑的终极对决》，甜萌老配方。公告：本文将于5月27号入V，请大家多多支持！
